brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,horsepower,engine_capacity,cylinders
Cadillac,CTS Base,2010,81696,Gasoline,6-Speed A/T,Silver,Beige,1,1,9499,270.0,3.0,6.0
Cadillac,CTS Base,2005,94100,Gasoline,6-Speed M/T,White,Beige,0,1,6099,255.0,3.6,6.0
Ford,Explorer Limited,2022,17500,Hybrid,10-Speed A/T,White,Black,0,1,46000,318.0,3.3,6.0
Acura,RDX,2016,132252,Gasoline,Automatic,Crystal Black,Black,0,0,18998,279.5,3.5,6.0
Toyota,Highlander XLE,2022,4437,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,42000,295.0,3.5,6.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,23000,220.0,2.0,4.0
Toyota,Corolla CE,2008,170000,Gasoline,A/T,Gray,Gray,0,1,5199,126.0,1.8,4.0
Honda,Element EX,2008,122000,Gasoline,A/T,Blue,Gray,0,1,10500,166.0,2.4,4.0
Toyota,Camry Solara SE,2008,57852,Gasoline,A/T,Silver,Gray,0,0,13900,210.0,3.3,6.0
Hyundai,Genesis 4.6,2010,120321,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,10500,378.0,4.6,8.0
BMW,325 Ci,2004,178000,Gasoline,5-Speed A/T,Blue,Brown,0,1,5750,184.0,2.5,6.0
BMW,M3 Base,2002,60255,Gasoline,6-Speed M/T,Yellow,Black,0,1,28750,333.0,3.2,6.0
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,8-Speed A/T,White,Beige,0,1,43500,380.0,3.0,6.0
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,6-Speed M/T,Gray,Black,0,1,78000,638.0,6.2,8.0
Honda,Prelude Type SH,2001,125000,Gasoline,5-Speed M/T,Red,Black,0,1,18000,200.0,2.2,4.0
Lexus,NX 300 Base,2021,6449,Gasoline,6-Speed Automatic,Silver,Black,1,0,35999,301.0,2.0,4.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000,Gasoline,6-Speed M/T,Black,Black,0,1,27500,228.0,2.0,4.0
Nissan,Armada LE,2009,87130,Gasoline,A/T,Brown,Black,0,1,20000,317.0,5.6,8.0
Lexus,SC 300 Base,1998,165000,Gasoline,A/T,Purple,Beige,0,1,8700,225.0,3.0,6.0
Toyota,Camry Solara SLE,2008,73000,Gasoline,5-Speed A/T,Blue,Beige,1,1,11500,210.0,3.3,6.0
Porsche,Macan S,2020,22354,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,0,0,54900,365.0,3.0,6.0
Tesla,Model Y Performance,2023,6188,Electric,A/T,Gray,White,0,1,53900,455.0,0.0,0.0
GMC,Terrain SLT,2019,60807,Gasoline,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,1,1,25925,355.0,2.0,4.0
Jeep,Compass Latitude,2014,105000,Gasoline,A/T,Black,Black,0,1,10950,158.0,2.0,4.0
Audi,Q7 3.0T Prestige,2018,63400,Gasoline,A/T,Black,Black,0,1,29900,333.0,3.0,6.0
Ford,F-250 Platinum,2022,4500,Gasoline,10-Speed A/T,Black,Black,0,1,86500,430.0,7.3,8.0
Jeep,Gladiator Overland,2020,8025,Gasoline,8-Speed Automatic,Firecracker Red Clearcoat,Black,0,1,42433,285.0,3.6,6.0
Lincoln,Navigator L Reserve,2019,49131,Gasoline,10-Speed Automatic,Tan,Unknown,0,0,55460,304.0,3.5,6.0
Tesla,Model X P100D,2017,100346,Electric,1-Speed A/T,Silver,White,0,1,45999,455.0,0.0,0.0
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,7-Speed A/T,Black,Black,1,1,29950,329.0,3.0,6.0
Lexus,RX 350 Base,2021,5040,Gasoline,8-Speed A/T,Beige,Beige,1,1,48900,295.0,3.5,6.0
RAM,1500 Laramie,2022,12940,Gasoline,8-Speed Automatic,Bright White Clearcoat,Black,1,0,46999,395.0,5.7,8.0
Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,CVT Transmission,Silver,Black,1,1,10500,166.0,2.4,4.0
Hyundai,Sonata SE,2013,43903,Gasoline,A/T,Red,Black,1,1,12500,200.0,2.4,4.0
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,A/T,Blue,Black,0,1,23600,310.0,2.3,4.0
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,Transmission w/Dual Shift Mode,White,Black,0,1,60500,389.0,3.0,6.0
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,6-Speed A/T,Black,Gray,1,1,14999,199.0,2.4,4.0
Honda,Odyssey EX-L,2007,170000,Gasoline,A/T,Black,Beige,0,1,7700,244.0,3.5,6.0
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,A/T,Black,Black,0,1,14500,300.0,5.3,8.0
Buick,Enclave Premium,2016,134655,Gasoline,6-Speed Automatic,Ebony Twilight Metallic,Ebony,0,1,18051,275.0,3.6,6.0
BMW,M235 i,2015,81000,Gasoline,6-Speed M/T,White,Red,0,1,27890,320.0,3.0,6.0
McLaren,720S Performance,2020,9989,Gasoline,7-Speed A/T,Black,Black,0,1,324995,710.0,4.0,8.0
Kia,Telluride SX,2022,46347,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,0,0,46120,199.0,3.8,6.0
Chevrolet,Corvette Base,2007,4048,Gasoline,6-Speed M/T,Yellow,Gray,0,1,38000,400.0,6.0,8.0
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,7-Speed A/T,Black,White,0,1,45750,577.0,5.5,8.0
Toyota,Mirai Limited,2021,44000,Hydrogen,A/T,Gray,Black,0,1,18500,182.0,0.0,0.0
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,0,23000,280.0,2.0,4.0
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,A/T,Black,Beige,0,1,40500,340.0,3.0,6.0
Nissan,370Z Touring,2009,133409,Gasoline,6-Speed M/T,Silver,Gray,1,1,14999,332.0,3.7,6.0
BMW,330 i xDrive,2018,74381,Gasoline,8-Speed A/T,White,Brown,1,1,22995,248.0,2.0,4.0
Porsche,Macan,2023,2925,Gasoline,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,0,1,73300,365.0,2.0,4.0
BMW,128 i,2013,67874,Gasoline,6-Speed A/T,Gray,Black,0,1,18000,230.0,3.0,6.0
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,7-Speed A/T,White,White,0,1,61000,577.0,5.5,8.0
Jeep,Wrangler Sport,2014,71000,Gasoline,5-Speed A/T,Gray,Black,0,1,22000,285.0,3.6,6.0
Ford,F-150 Raptor,2018,64517,Gasoline,10-Speed A/T,Black,Black,0,1,47995,450.0,3.5,6.0
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,A/T,White,Gray,0,1,24000,154.0,2.7,5.0
BMW,M550 i xDrive,2019,7580,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,51500,456.0,4.4,8.0
Hyundai,Sonata GLS,2010,135000,Gasoline,Transmission w/Dual Shift Mode,Blue,Gray,0,1,3999,168.0,2.4,4.0
Honda,Accord EX-L,2019,62200,Gasoline,A/T,White,Black,1,1,21500,192.0,1.5,4.0
Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,6-Speed A/T,Red,Black,0,1,19500,321.0,3.6,6.0
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,Automatic,Unknown,Black/Graphite,0,0,44775,268.0,4.0,6.0
Jaguar,XJ8 L,2006,78049,Gasoline,6-Speed A/T,White,Beige,0,1,13980,300.0,4.2,8.0
Ford,F-150 Lariat,2021,36821,Gasoline,Automatic,Agate Black Metallic,Black,0,0,49273,325.0,3.5,6.0
Chevrolet,Suburban High Country,2021,23292,Gasoline,10-Speed A/T,Brown,Black,0,1,73500,420.0,6.2,8.0
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,A/T,Black,Black,0,1,12000,320.0,5.3,8.0
Land,Rover LR2 HSE,2010,100472,Gasoline,6-Speed A/T,Gray,Beige,0,1,9975,230.0,3.2,6.0
Subaru,WRX Limited,2017,73120,Gasoline,CVT Transmission,White,Black,1,1,19950,268.0,2.0,4.0
Ford,Expedition Timberline,2022,23300,Gasoline,10-Speed A/T,Green,Green,0,1,67500,440.0,3.5,6.0
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,A/T,Red,Beige,1,1,17500,212.0,1.5,4.0
RAM,3500 Laramie,2022,16648,Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,0,0,70999,395.0,6.7,6.0
Chevrolet,Silverado 2500 LT,2011,240000,Diesel,6-Speed A/T,White,Black,0,1,18500,335.0,6.6,8.0
Lexus,RX 450h Base,2013,119755,Hybrid,Transmission w/Dual Shift Mode,Silver,Black,0,1,19500,295.0,3.5,6.0
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,A/T,Silver,Gray,0,1,19500,302.0,3.5,6.0
BMW,X5 xDrive40i,2021,41000,Hybrid,8-Speed A/T,White,Black,0,1,50000,335.0,3.0,6.0
Chevrolet,Camaro 2SS,2022,7458,Gasoline,6-Speed M/T,Red,Black,0,1,47500,455.0,6.2,8.0
Jeep,Gladiator Sport S,2022,23000,Gasoline,A/T,Green,Black,0,1,43000,285.0,3.6,6.0
Land,Rover Discovery LSE,1998,149437,Gasoline,A/T,Green,Beige,0,1,9995,182.0,4.0,8.0
Ford,F-250 XLT,2017,244000,Diesel,6-Speed A/T,Red,Beige,0,1,35500,440.0,6.7,8.0
RAM,1500 Rebel,2019,46000,Hybrid,8-Speed A/T,White,Unknown,0,1,37900,305.0,3.6,6.0
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,Automatic,Silver,Black,0,0,42998,333.0,2.0,6.0
RAM,1500 SLT,2017,45000,Gasoline,A/T,Black,Gray,0,1,29999,395.0,5.7,8.0
Mazda,CX-30 Premium Package,2021,18385,Gasoline,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,0,1,29255,184.0,2.5,4.0
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,8-Speed Automatic,Black Sapphire Metallic,Black,0,0,52999,335.0,3.0,6.0
Porsche,Boxster S,2005,44400,Gasoline,6-Speed M/T,Silver,Black,0,1,29800,280.0,3.2,6.0
Chevrolet,Malibu Limited LT,2016,104000,Gasoline,6-Speed A/T,Silver,Gray,0,1,10500,355.0,2.5,4.0
Cadillac,Escalade Premium Luxury,2023,600,Gasoline,A/T,Black,Black,0,1,103000,420.0,6.2,8.0
MINI,Cooper S Base,2007,45000,Gasoline,6-Speed M/T,Yellow,Black,0,1,7900,172.0,1.6,4.0
Jeep,Gladiator Mojave,2022,24500,Gasoline,8-Speed A/T,Blue,Black,0,1,64000,285.0,3.6,6.0
Buick,Encore GX Essence,2020,35569,Gasoline,Automatic CVT,Satin Steel Metallic,Ebony,0,0,21999,275.0,1.3,3.0
Toyota,Highlander XLE,2020,35000,Gasoline,A/T,Silver,Black,0,1,36999,295.0,3.5,6.0
Acura,MDX Touring,2003,165000,Gasoline,A/T,Silver,Black,1,1,4000,260.0,3.5,6.0
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,A/T,Black,Black,0,1,69000,355.0,3.0,6.0
BMW,535 i xDrive,2014,119750,Gasoline,8-Speed A/T,White,Beige,0,1,15499,300.0,3.0,6.0
Nissan,350Z Touring,2007,90000,Gasoline,M/T,White,Green,1,1,12000,306.0,3.5,6.0
Ford,Transit Connect XLT,2015,112000,Gasoline,A/T,White,Black,1,1,14500,169.0,2.5,4.0
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,7-Speed A/T,Black,Beige,0,1,16800,382.0,5.5,8.0
Porsche,911 Turbo S,2021,1912,Gasoline,8-Speed A/T,Silver,Black,0,1,240000,640.0,3.8,6.0
Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,A/T,Black,Black,1,1,13995,245.0,2.0,4.0
Audi,TT 1.8T,2004,79500,Gasoline,A/T,Silver,Black,0,1,12000,180.0,1.8,4.0
Volvo,XC90 T6 Inscription,2019,60000,Gasoline,8-Speed A/T,White,Black,0,1,37000,316.0,2.0,4.0
RAM,1500 Big Horn,2021,41800,Diesel,8-Speed A/T,White,Black,0,1,44900,260.0,3.0,6.0
Chevrolet,Tahoe LT,2021,71536,Gasoline,10-Speed Automatic,Black,Jet Black,0,1,49685,355.0,5.3,8.0
Ford,Explorer XLT,2014,127558,Gasoline,6-Speed Automatic,Green,Charcoal Black,0,1,13715,325.0,3.5,6.0
Ford,Mustang Mach-E Premium,2023,13232,Electric,1-Speed A/T,Gray,Black,0,1,45000,346.0,0.0,0.0
Chevrolet,Camaro 1SS,2017,39000,Gasoline,8-Speed A/T,Yellow,Black,0,1,31500,455.0,6.2,8.0
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,10-Speed A/T,Gray,Black,0,1,54490,315.0,2.7,6.0
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,9-Speed A/T,Black,Black,0,1,36800,287.0,3.6,6.0
Tesla,Model Y Long Range,2023,7414,Electric,A/T,Black,White,0,1,56515,425.0,0.0,0.0
Lamborghini,Huracan LP580-2,2017,14586,Gasoline,Automatic,Blue Caelum,Nero Ade,0,0,209991,571.0,5.2,10.0
RAM,1500 Rebel,2021,32000,Hybrid,8-Speed A/T,White,Black,0,1,50927,395.0,5.7,8.0
Toyota,86 Base,2020,14700,Gasoline,A/T,White,Black,0,1,27350,200.0,2.0,4.0
BMW,X5 xDrive50i,2016,79995,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,23995,445.0,4.4,8.0
GMC,Yukon Denali,2018,76000,Gasoline,A/T,Black,Black,0,1,44500,420.0,6.2,8.0
Honda,Accord EX-L,2014,62000,Gasoline,CVT Transmission,Gray,Black,1,1,18987,185.0,2.4,4.0
Maserati,Ghibli S Q4,2017,53500,Gasoline,8-Speed A/T,Gray,Black,0,1,28700,404.0,3.0,6.0
Hyundai,Kona EV SEL,2022,9400,Electric,1-Speed A/T,Red,Black,0,1,31999,201.0,0.0,0.0
BMW,435 i,2014,86500,Gasoline,A/T,Silver,Black,0,1,20900,300.0,3.0,6.0
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,A/T,Black,Black,1,1,9900,335.0,4.7,8.0
GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,6-Speed A/T,White,Gray,0,1,22989,285.0,4.3,6.0
Dodge,Challenger SRT Demon,2018,2620,Gasoline,8-Speed A/T,Black,Black,0,0,155700,808.0,6.2,8.0
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,8-Speed A/T,Black,Black,0,1,74995,389.0,3.0,6.0
Dodge,Durango R/T,2020,78000,Gasoline,8-Speed A/T,Black,Red,1,1,29500,360.0,5.7,8.0
Ferrari,488 Spider Base,2019,9005,Gasoline,7-Speed Automatic with Auto-Shift,White,Unknown,0,0,319900,611.0,3.9,8.0
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,8-Speed A/T,Blue,Black,0,1,31000,181.0,1.5,3.0
Honda,Civic LX,2015,51300,Gasoline,5-Speed M/T,Black,Black,0,1,17500,143.0,1.8,4.0
Ford,Shelby GT350 Base,2018,8237,Gasoline,6-Speed M/T,Gray,Black,0,1,62900,526.0,5.2,8.0
Volkswagen,Jetta S,2010,99000,Gasoline,A/T,Gray,Black,1,1,6000,170.0,2.5,5.0
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,6-Speed Automatic,Jet Black Mica,Black,0,1,26288,184.0,2.5,4.0
Jeep,Wrangler Rubicon,2009,130000,Gasoline,6-Speed M/T,Black,Gray,0,1,15500,202.0,3.8,6.0
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,6-Speed A/T,Silver,Gray,1,1,28999,385.0,6.2,8.0
Tesla,Model Y Performance,2022,24115,Electric,A/T,Gray,White,0,1,46500,455.0,0.0,0.0
BMW,528 i,2016,82000,Gasoline,8-Speed A/T,Silver,Black,1,1,16995,240.0,2.0,4.0
Kia,Rio S,2021,67686,Gasoline,A/T,Silver,Black,0,1,15700,120.0,1.6,4.0
Tesla,Model S 85,2014,96800,Electric,A/T,Blue,Black,0,1,28450,362.0,0.0,0.0
Jeep,Wrangler Sport,1997,131000,Gasoline,5-Speed M/T,Green,Gray,1,1,5500,181.0,4.0,6.0
Tesla,Model 3 Standard Range,2020,23097,Electric,A/T,Black,Black,0,1,29900,271.0,0.0,0.0
Ferrari,GTC4Lusso T,2018,31000,Gasoline,A/T,White,Red,0,1,197499,602.0,3.9,8.0
BMW,X5 M50i,2021,28898,Gasoline,A/T,Black,Orange,0,1,71000,523.0,4.4,8.0
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,6-Speed M/T,Gray,Black,0,1,35619,181.0,2.0,4.0
Ford,F-250 XLT,2014,59459,Diesel,6-Speed A/T,Black,Silver,1,1,40999,400.0,6.7,8.0
Jeep,Wrangler Sahara,2012,78000,Gasoline,5-Speed A/T,Beige,Black,1,1,22000,285.0,3.6,6.0
RAM,1500 Laramie,2021,24213,Gasoline,8-Speed A/T,White,Black,0,1,46500,395.0,5.7,8.0
RAM,1500 Laramie,2020,21165,Gasoline,8-Speed Automatic,Bright White Clearcoat,Black,0,0,46105,395.0,5.7,8.0
GMC,Yukon Denali,2016,107750,Gasoline,8-Speed A/T,Black,Black,0,1,35500,420.0,6.2,8.0
Ford,F-150 Lariat,2016,117000,Gasoline,A/T,White,Black,0,1,26500,365.0,3.5,6.0
Chevrolet,Corvette Base,2006,39132,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,0,1,35000,400.0,6.0,8.0
BMW,Z4 2.5i,2004,94500,Gasoline,5-Speed M/T,Gray,Black,0,1,9000,184.0,2.5,6.0
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,A/T,Red,Beige,1,1,21495,148.0,2.0,4.0
Lexus,GX 470 Base,2004,215000,Gasoline,5-Speed A/T,White,Beige,1,1,7350,235.0,4.7,8.0
RAM,1500 Laramie,2022,16616,Gasoline,8-Speed Automatic,Diamond Black,Black,0,0,45999,395.0,5.7,8.0
Ford,F-150 XLT,2022,33818,Gasoline,Automatic,Agate Black Metallic,Black,0,1,46552,325.0,5.0,8.0
Jeep,Wagoneer Series III,2022,9099,Gasoline,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,0,1,68362,285.0,5.7,8.0
Volkswagen,GTI Base,2008,95798,Gasoline,6-Speed M/T,White,Black,0,1,9850,200.0,2.0,4.0
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,7-Speed A/T,Black,White,0,1,51700,577.0,5.5,8.0
Mazda,Mazda6 iSport VE,2008,106000,Gasoline,5-Speed A/T,Black,Beige,0,1,4300,156.0,2.3,4.0
Kia,Telluride EX X-Line,2023,10400,Gasoline,8-Speed A/T,Green,Green,0,1,48000,291.0,3.8,6.0
Chevrolet,Tahoe LT,2022,2894,Gasoline,10-Speed A/T,Blue,Beige,0,1,63900,355.0,5.3,8.0
Dodge,Durango GT,2022,15592,Gasoline,8-Speed Automatic,DB Black Clearcoat,Black,0,1,39985,345.0,3.6,6.0
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,9-Speed A/T,Silver,Black,0,1,57999,469.0,4.0,8.0
BMW,320 i xDrive,2016,185000,Gasoline,8-Speed A/T,Black,Beige,1,1,7500,180.0,2.0,4.0
Porsche,Macan GTS,2023,6483,Gasoline,7-Speed Automatic with Auto-Shift,Chalk,Black,0,0,96900,365.0,2.9,6.0
Honda,Pilot EX-L,2020,28886,Gasoline,6-Speed Automatic,Gray,Gray,0,0,35645,205.0,3.5,6.0
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,0,0,49998,362.0,2.0,8.0
Chevrolet,Camaro 2SS,2017,62000,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,1,34500,455.0,6.2,8.0
Jaguar,XF 35t Prestige,2017,101453,Gasoline,A/T,White,Beige,1,1,18500,340.0,3.0,6.0
RAM,3500 Laramie,2013,106385,Diesel,6-Speed A/T,White,Black,1,1,42900,385.0,6.7,6.0
BMW,335 is,2012,86629,Gasoline,7-Speed A/T,White,Red,0,1,20995,320.0,3.0,6.0
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,7-Speed A/T,White,Black,0,1,49999,450.0,4.0,8.0
Chrysler,300 S,2014,121500,Gasoline,5-Speed A/T,Blue,Black,0,1,15999,363.0,5.7,8.0
GMC,Sierra 1500 AT4,2022,100,Diesel,10-Speed A/T,White,Black,0,1,62499,277.0,3.0,6.0
Chrysler,200 C,2015,170000,E85 Flex Fuel,9-Speed A/T,Silver,Black,1,1,5995,295.0,3.6,6.0
Ford,F-150 XLT SuperCab,2010,232000,Gasoline,A/T,Blue,Gray,0,1,3000,292.0,4.6,8.0
MINI,Cooper S Base,2006,95000,Gasoline,6-Speed M/T,Gray,Unknown,0,1,12500,168.0,1.6,4.0
Toyota,Venza XLE,2013,103466,Gasoline,A/T,White,Gray,1,1,14200,268.0,3.5,6.0
Toyota,Camry Hybrid Base,2011,133121,Hybrid,A/T,White,White,1,1,7900,147.0,2.4,4.0
Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,A/T,Brown,Gray,0,1,14500,320.0,5.3,8.0
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,7-Speed A/T,Silver,Black,0,0,37500,577.0,5.5,8.0
Ford,Shelby GT500 Base,2021,568,Gasoline,7-Speed A/T,Orange,Black,0,1,90788,760.0,5.2,8.0
Lexus,RX 300 4WD,1999,249083,Gasoline,A/T,Red,Beige,1,1,3500,220.0,3.0,6.0
Porsche,Macan S,2015,80300,Gasoline,7-Speed A/T,Gray,Beige,0,1,23999,340.0,3.0,6.0
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,A/T,Beige,Beige,0,1,6299,300.0,5.4,8.0
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,A/T,Black,Black,0,1,6500,169.0,2.5,4.0
GMC,Sierra 2500 AT4,2022,22600,Diesel,Automatic,Ebony Twilight Metallic,Jet Black,0,0,76740,355.0,6.6,8.0
BMW,X5 xDrive40i,2020,37000,Gasoline,8-Speed A/T,Black,Black,1,1,50000,335.0,3.0,6.0
Porsche,Taycan Base,2022,9728,Electric,A/T,White,Beige,0,1,89000,375.0,0.0,0.0
Lexus,GX 470 Base,2006,152000,Gasoline,A/T,Blue,Gray,1,1,13995,263.0,4.7,8.0
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,4-Speed A/T,Blue,Gray,1,1,30500,380.0,5.4,8.0
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,6-Speed M/T,Silver,Black,1,1,17599,178.0,1.8,4.0
GMC,Acadia Denali,2021,47907,Gasoline,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,0,1,38436,355.0,3.6,6.0
Mercedes-Benz,Metris Base,2016,17340,Gasoline,A/T,White,Black,0,1,29000,208.0,2.0,4.0
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,6-Speed A/T,White,Beige,0,1,8999,310.0,5.4,8.0
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,4-Speed A/T,Red,Unknown,0,1,4700,200.0,3.8,6.0
RAM,1500 Big Horn,2015,140500,Gasoline,8-Speed A/T,Red,Gray,1,1,14000,395.0,5.7,8.0
Jeep,Commander Base,2006,212500,Gasoline,A/T,Black,Gray,0,1,6500,210.0,3.7,6.0
Lexus,IS-F Base,2010,77400,Gasoline,8-Speed A/T,White,Red,1,1,34500,416.0,5.0,8.0
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,6-Speed A/T,Black,Black,0,1,15000,365.0,3.5,6.0
Porsche,Carrera GT Base,2005,4400,Gasoline,6-Speed M/T,Gray,Black,0,1,1599000,605.0,5.7,10.0
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,8-Speed A/T,White,Beige,0,1,24500,420.0,6.2,8.0
Tesla,Model Y Performance,2020,39000,Electric,1-Speed A/T,Silver,Black,0,1,43000,455.0,0.0,0.0
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,A/T,Red,Gray,0,1,7200,295.0,5.3,8.0
Ford,F-150 Lariat,2021,33080,Gasoline,10-Speed A/T,White,Black,0,1,47850,325.0,2.7,6.0
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,Automatic,Midnight Black,Classic Red,0,0,46479,362.0,2.0,4.0
Jeep,Wrangler Sport,2016,41000,Gasoline,5-Speed A/T,White,Black,0,1,25000,285.0,3.6,6.0
Nissan,350Z Touring,2004,110897,Gasoline,6-Speed M/T,Black,Orange,1,1,11500,287.0,3.5,6.0
Chevrolet,Corvette Z06,2016,49000,Gasoline,7-Speed M/T,Orange,Unknown,0,1,75000,650.0,6.2,8.0
Pontiac,Solstice GXP,2007,47000,Gasoline,5-Speed M/T,Black,Black,0,1,13300,260.0,2.0,4.0
Hyundai,Sonata SE,2018,57690,Gasoline,A/T,Gray,Gray,1,1,15900,185.0,2.4,4.0
Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,0,1,226000,362.0,6.2,8.0
Lincoln,Navigator Reserve,2018,54000,Gasoline,10-Speed A/T,Brown,Orange,1,1,46500,450.0,3.5,6.0
Nissan,Maxima SL,2007,101600,Gasoline,A/T,Silver,Black,0,1,6700,255.0,3.5,6.0
Ford,Ranger XLT,2021,89000,Gasoline,10-Speed A/T,Black,Black,0,1,34000,270.0,2.3,4.0
Tesla,Model 3 Long Range,2021,18000,Electric,A/T,Black,Black,0,1,42500,455.0,0.0,0.0
Jaguar,XE 35t Premium,2017,55000,Gasoline,A/T,Gray,Black,0,1,25000,340.0,3.0,6.0
Lincoln,MKZ Reserve,2017,71964,Gasoline,6-Speed A/T,Blue,Black,0,1,18750,240.0,2.0,4.0
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,A/T,Black,Black,0,1,50000,420.0,6.2,8.0
Ford,Fusion SE,2012,160000,E85 Flex Fuel,A/T,Gray,Black,0,1,4500,240.0,3.0,6.0
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,7-Speed A/T,White,Beige,0,1,12000,302.0,3.5,6.0
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,5-Speed A/T,White,Unknown,1,1,17000,285.0,3.6,6.0
Jeep,Wrangler Sport,2010,149460,Gasoline,4-Speed A/T,Black,Black,0,1,10700,202.0,3.8,6.0
Jeep,Wrangler Sport,2011,109646,Gasoline,4-Speed Automatic,Mango Tango Pearlcoat,Black,0,0,16998,285.0,3.8,6.0
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,Automatic,White,Parchment,0,0,27698,279.5,3.5,6.0
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,A/T,Gray,Black,0,1,17000,147.0,1.4,4.0
Chevrolet,Camaro Z28,2002,48000,Gasoline,A/T,White,Black,0,1,21999,310.0,5.7,8.0
Chevrolet,Corvette Z06,2016,41500,Gasoline,7-Speed M/T,White,Black,0,1,66000,650.0,6.2,8.0
Porsche,Cayman R,2012,54000,Gasoline,7-Speed A/T,Black,Gray,0,1,75000,330.0,3.4,6.0
Porsche,Cayenne Base,2018,70455,Gasoline,8-Speed A/T,White,Black,0,1,45855,300.0,3.6,6.0
